,Unnamed: 0.1,Unnamed: 0,site,lat,lon,Date_Mid_Greenup_Phase_1_aot40_r,Date_Mid_Greenup_Phase_1_aot40_p,Date_Mid_Senescence_Phase_1_aot40_r,Date_Mid_Senescence_Phase_1_aot40_p,EVI2_Onset_Greenness_Maximum_1_aot40_r,EVI2_Onset_Greenness_Maximum_1_aot40_p,EVI2_Growing_Season_Area_1_aot40_r,EVI2_Growing_Season_Area_1_aot40_p,Date_Mid_Greenup_Phase_1_o3_r,Date_Mid_Greenup_Phase_1_o3_p,Date_Mid_Senescence_Phase_1_o3_r,Date_Mid_Senescence_Phase_1_o3_p,EVI2_Onset_Greenness_Maximum_1_o3_r,EVI2_Onset_Greenness_Maximum_1_o3_p,EVI2_Growing_Season_Area_1_o3_r,EVI2_Growing_Season_Area_1_o3_p,Date_Mid_Greenup_Phase_1_temp_r,Date_Mid_Greenup_Phase_1_temp_p,Date_Mid_Senescence_Phase_1_temp_r,Date_Mid_Senescence_Phase_1_temp_p,EVI2_Onset_Greenness_Maximum_1_temp_r,EVI2_Onset_Greenness_Maximum_1_temp_p,EVI2_Growing_Season_Area_1_temp_r,EVI2_Growing_Season_Area_1_temp_p,EVI2_Onset_Greenness_Maximum_1_co2_r,EVI2_Onset_Greenness_Maximum_1_co2_p,EVI2_Growing_Season_Area_1_co2_r,EVI2_Growing_Season_Area_1_co2_p,temp_spring,temp_summer,temp_autumn,temp_all
0,0,0,1750A,41.1442,123.0485,0.2919738630512171,0.042014754205791024,-0.1684655896701163,0.05744359795846349,-0.0977062558174808,0.06831255946131218,-0.5740778654598525,0.018678504098488088,0.2981624186509852,0.04128161622858746,-0.3019382932181716,0.04083647677131639,0.0615719731617692,0.07262070026029094,-0.8352544539017768,0.003078076414673912,0.2511441856223952,0.0469569642763785,0.0995673704421281,0.06654446334742245,0.6494962930177571,0.013019926678973842,-0.1758162542051224,0.05911943824303246,-0.0924000426873606,0.06894355048221128,0.5429445694571381,0.021248810908527767,6.896918287500057,22.337443787500035,19.38397329999998,9.491396462500006
1,1,1,1776A,43.8306,126.555,-0.3618373970746342,0.03401084401412524,0.0084189590001983,0.07885664302497808,-0.0826488697179083,0.07010471806773078,0.5269875557378666,0.022615605905351874,-0.5739361040077937,0.014228541785005424,0.1130686280244278,0.06474187045299101,-0.0892613888529369,0.06931708128339617,0.3858527169689024,0.035995539858490695,-0.1433497922109929,0.06073076092687527,0.0709667197417646,0.07038610421697228,0.6196880909806093,0.015156168580037009,0.0087890464336477,0.07894534158517962,0.0946354156826549,0.06867765178663493,0.7971143498466003,0.004605458515250736,2.6245873375000883,19.698080525000023,16.578097700000058,5.380767900000024
2,2,2,1779A,47.3636,123.9305,0.3158785483356103,0.0392076817760589,0.0780775967517877,0.0694284000749654,0.2648216699446449,0.04896428283033044,0.7148250685695754,0.008831297878540817,0.1778776620700071,0.056222403905587776,-0.0883021495198528,0.0680541888958269,0.3271961471859317,0.04213761202639211,0.7397414642995571,0.007423001320869312,-0.2627333111647943,0.04553630363355171,-0.0874227874890196,0.06817223672074674,-0.5752369592632056,0.018585345122043975,-0.2499732736019502,0.05062800674120885,0.5082083738383976,0.02426531112096431,0.8228596760246776,0.0035431060418476164,2.646138775000054,20.40723825000003,16.587417787500044,4.977615575000016
3,3,3,1780A,47.3386,123.9488,0.0568846284656201,0.0722868658909535,-0.3810826723636105,0.03191905701724813,0.244649961689389,0.0512277318718949,0.579071575853247,0.01827847223285239,-0.1882167708789541,0.05488822305085571,-0.0079423813512666,0.07892136159342117,0.2052972052026683,0.055710441355507886,0.5326926691551429,0.02212318610390137,0.2127126184677688,0.05176013224040796,0.1741828436637538,0.05670106247763913,-0.2977032410917546,0.045330995491808315,-0.6021899334838309,0.01647215882676564,-0.7598026317780471,0.006369047752751223,-0.0646622509716213,0.07225134453288728,2.592513512500034,20.438384525000004,16.631550600000082,4.957508175000044
4,4,4,1781A,47.3227,123.9483,-0.3161176335517345,0.039179951102328435,0.2715755896031204,0.044461666554288556,-0.7970705921659752,0.00460737323019428,0.1699492659553579,0.059802432192193444,-0.3390865433559775,0.036549123301359315,0.4011823115559218,0.029791198111880423,-0.4602989231136766,0.02866516441552724,0.4922018226980352,0.025705465682554857,0.3659551871434478,0.033558919334546855,-0.1592931240744193,0.05863947282032935,-0.3416770129968612,0.04059429689812624,0.7120997555866195,0.008991863759406311,-0.2843474390415305,0.04679792635582329,-0.22229163219463,0.05376437305948048,2.592513512500034,20.438384525000004,16.631550600000082,4.957508175000044
5,5,5,1783A,47.2988,123.945,-0.0615629102710783,0.07165483964419055,0.5994743501566946,0.012386758565632584,-0.2009398507212204,0.056211750429788016,-0.3416486101235751,0.040597307374982405,-0.117504513592195,0.06415139513731885,0.7823283691085471,0.0030090617526227197,-0.2872285879853941,0.04648042678945771,-0.353091141558474,0.039389905291903914,0.2560908115647711,0.04634891842050953,0.1361941620141303,0.0616742378748141,0.0225053302611049,0.07729981631755749,-0.4404922892789115,0.03055973495184368,0.2385935298174543,0.05191207175967606,0.789633985688055,0.00493808287164384,2.592513512500034,20.438384525000004,16.631550600000082,4.957508175000044
6,6,6,1786A,44.5963,129.5904,-0.3796443311279214,0.032073581163329215,0.0681618805944151,0.07076427351865516,0.5240730343521796,0.022868755590791094,0.2913373139318756,0.04602864083265958,-0.497059070408776,0.020513788679304264,0.0637590241469756,0.07135833562615998,0.4042835886060584,0.03412909817081911,0.1451855208093199,0.06270015117101163,0.3167793260631379,0.03910324008901031,0.5243647187482796,0.018157245720165232,0.5965153089615024,0.016908496880320104,-0.4081487195230777,0.03374181799383766,0.5628082756201864,0.01959385880648884,-0.3106342288203352,0.04392286144207905,2.3763407000000143,19.01067551250003,15.889440837500048,4.837794799999983
7,7,7,1787A,44.6075,129.6364,0.3913154633055608,0.030828352396039073,0.4254511968279886,0.027302782916171456,-0.2848618119346525,0.046741201301744396,-0.3442311005769845,0.040323855198061566,0.4242128433099424,0.02742755601340958,0.399772577698827,0.029938496616127342,-0.3557802197107169,0.03910775384884044,-0.4723772586596869,0.02753098460741088,-0.3701764006797874,0.03309808641721376,-0.0346917913051715,0.07529126559563572,0.0179849961463936,0.07784203315956906,0.288172693747652,0.04637651153039979,-0.4024160395286803,0.034316743967486005,-0.2331565890057696,0.05252820361230779,2.3763407000000143,19.01067551250003,15.889440837500048,4.837794799999983
8,8,8,1788A,44.5462,129.6386,0.8209847966131083,0.001887103359683208,0.4822994310041508,0.021842430545711233,-0.1314013616182186,0.06432258931276048,0.3983585116993527,0.03472559117901107,0.912177117279421,0.000334825274335656,0.4686305645444422,0.02310634343677041,-0.1296965083761923,0.06452368494959748,0.1505829717017836,0.062066623544713935,0.627824262442723,0.010491584369420784,0.5763367929032215,0.014050046818420023,0.332961063909938,0.04152119576129431,-0.1638504089754956,0.06051390631517192,0.218945360148284,0.0541463807508273,0.8676162457194792,0.002010251568563208,2.3763407000000143,19.01067551250003,15.889440837500048,4.837794799999983
9,9,9,1791A,46.408,124.902,-0.1071822127234643,0.06552681528296256,0.1226264521463951,0.06347076302671849,-0.3677207808464993,0.037862413463452975,-0.5763134547980524,0.018498990870265335,-0.0695587554537319,0.07057590864392321,0.0493234533040616,0.07330941777026583,0.2429769870812005,0.05141655477891736,-0.534854709249359,0.02193766094376559,0.2774215931895025,0.04375573514363014,-0.0429222468729065,0.07417600273814973,-0.5449221834276152,0.0210817097686022,-0.3897307570000041,0.035600158328598794,-0.3539891407211314,0.039295614377506685,-0.2676271965650236,0.04865148101172901,2.800789537500009,20.518618562500023,17.014110862500047,5.314317100000039
